latitude,longitude,store_name,code,imei,continent,city
42.28639,18.84,Budva,ME,359043379931766908,Europe,Podgorica
8.79577,-75.69947,San Carlos,CO,863033069630348107,America,Bogota
14.62578,121.12251,Antipolo,PH,863033069630348420,Asia,Manila
5.30383,-1.98956,Tarkwa,GH,359043379931766981,Africa,Accra
53.43333,-7.95,Athlone,IE,8630330696303481826,Europe,Dublin
51.84819,1.26738,Walton-on-the-Naze,GB,8630330696303481693,Europe,London
53.16167,6.76111,Hoogezand,NL,3590433799317661917,Europe,Amsterdam
50.74497,3.20639,Mouscron,BE,863033069630348552,Europe,Brussels
40.49748,44.7662,Hrazdan,AM,3590433799317661008,Asia,Yerevan
34.86472,117.55417,Zaozhuang,CN,3590433799317662055,Asia,Shanghai
51.26,-2.1875,Westbury,GB,8630330696303481354,Europe,London
-7.57897,112.23109,Diwek,ID,359043379931766775,Asia,Jakarta
30.81383,75.16878,Moga,IN,359043379931766643,Asia,Kolkata
29.65163,-82.32483,Gainesville,US,8630330696303481347,America,New_York
15.79408,104.1451,Yasothon,TH,3590433799317661925,Asia,Bangkok
6.8485,3.64633,Shagamu,NG,863033069630348230,Africa,Lagos
53.38333,-0.76667,Gainsborough,GB,359043379931766643,Europe,London
41.72063,12.6723,Ariccia,IT,863033069630348412,Europe,Rome
-10.33333,39.28333,Nyangao,TZ,863033069630348560,Africa,Dar_es_Salaam
41.24264,16.50104,Bisceglie,IT,3590433799317661339,Europe,Rome
4.92675,6.26764,Yenagoa,NG,8630330696303481826,Africa,Lagos
-29.2975,-51.50361,Carlos Barbosa,BR,8630330696303481941,America,Sao_Paulo
27.71809,-82.35176,Sun City Center,US,863033069630348297,America,New_York
36.27462,4.85668,Bordj Zemoura,DZ,3590433799317662220,Africa,Algiers
-28.81833,-52.51028,Soledade,BR,8630330696303481966,America,Sao_Paulo
-17.73648,168.31366,Port-Vila,VU,359043379931766049,Pacific,Efate
36.72544,3.55665,Thenia,DZ,3590433799317661388,Africa,Algiers
35.20889,111.73861,Changzhi,CN,359043379931766015,Asia,Shanghai
50.80904,8.77069,Marburg an der Lahn,DE,359043379931766346,Europe,Berlin
58.63667,59.80222,Lesnoy,RU,8630330696303482360,Asia,Yekaterinburg
41.72063,12.6723,Ariccia,IT,359043379931766023,Europe,Rome
32.17629,75.06583,Fazilpur,PK,3590433799317661784,Asia,Karachi
50.11861,-5.53715,Penzance,GB,863033069630348883,Europe,London
43.48961,-8.2194,Ferrol,ES,8630330696303481925,Europe,Madrid
35.21222,2.31889,Ksar Chellala,DZ,359043379931766999,Africa,Algiers
48.28259,9.72749,Ehingen,DE,8630330696303482451,Europe,Berlin
35.82756,137.95378,Ina,JP,3590433799317661180,Asia,Tokyo
-10.33333,39.28333,Nyangao,TZ,8630330696303482071,Africa,Dar_es_Salaam
51.20219,7.36027,Radevormwald,DE,8630330696303481123,Europe,Berlin
41.75338,-86.11084,Granger,US,3590433799317661347,America,Indianapolis
15.79408,104.1451,Yasothon,TH,8630330696303482162,Asia,Bangkok
37.71715,-122.40433,Visitacion Valley,US,3590433799317662394,America,Los_Angeles
42.30865,-83.48216,Canton,US,8630330696303481248,America,Detroit
6.15038,6.83042,Nkpor,NG,863033069630348537,Africa,Lagos
44.92801,4.8951,Valence,FR,359043379931766940,Europe,Paris
23.04419,-82.00919,Jaruco,CU,3590433799317661677,America,Havana
45.35,126.28333,Shuangcheng,CN,863033069630348404,Asia,Shanghai
-23.44361,-51.87389,Sarandi,BR,359043379931766049,America,Sao_Paulo
10.63504,-85.43772,Liberia,CR,8630330696303481065,America,Costa_Rica
22.83957,91.84128,Manikchari,BD,3590433799317662105,Asia,Dhaka
41.57439,24.71204,Smolyan,BG,863033069630348057,Europe,Sofia
1.6,103.81667,Ulu Tiram,MY,3590433799317662345,Asia,Kuala_Lumpur
51.67822,33.9162,Hlukhiv,UA,8630330696303481537,Europe,Kyiv
40.64621,-73.97069,Kensington,US,8630330696303481495,America,New_York
51.08468,7.11393,Burscheid,DE,8630330696303482188,Europe,Berlin
-32.05251,115.88782,Willetton,AU,863033069630348404,Australia,Perth
48.98693,2.44892,Gonesse,FR,8630330696303482303,Europe,Paris
12.1277,78.15794,Dharmapuri,IN,359043379931766239,Asia,Kolkata
29.69221,72.54566,Hasilpur,PK,3590433799317661487,Asia,Karachi
46.67535,5.55575,Lons-le-Saunier,FR,3590433799317661461,Europe,Paris
41.15376,-87.88754,Bourbonnais,US,8630330696303482196,America,Chicago
52.09,5.23333,Zeist,NL,3590433799317661784,Europe,Amsterdam
28.71271,77.656,Pilkhua,IN,3590433799317662477,Asia,Kolkata
7.62789,4.74161,Ilesa,NG,8630330696303481263,Africa,Lagos
34.06635,-84.67837,Acworth,US,863033069630348966,America,New_York
45.75279,130.57211,Boli,CN,863033069630348487,Asia,Shanghai
56.11281,69.49015,Ishim,RU,863033069630348123,Asia,Yekaterinburg
35.82756,137.95378,Ina,JP,863033069630348198,Asia,Tokyo
15.79408,104.1451,Yasothon,TH,3590433799317661420,Asia,Bangkok
51.67822,33.9162,Hlukhiv,UA,8630330696303482493,Europe,Kyiv
40.68066,-73.47429,Massapequa,US,8630330696303481057,America,New_York
34.21639,-119.0376,Camarillo,US,3590433799317661354,America,Los_Angeles
46.1351,-60.1831,Sydney,CA,359043379931766478,America,Glace_Bay
22.98212,-80.58556,Corralillo,CU,863033069630348768,America,Havana
50.7236,-3.52751,Exeter,GB,8630330696303481594,Europe,London
48.98693,2.44892,Gonesse,FR,863033069630348495,Europe,Paris
51.14942,15.00835,Zgorzelec,PL,3590433799317661610,Europe,Warsaw
36.21544,65.93249,Sar-e Pul,AF,8630330696303481594,Asia,Kabul
32.35126,-95.30106,Tyler,US,3590433799317661388,America,Chicago
30.21121,74.4818,Malaut,IN,3590433799317661297,Asia,Kolkata
50.56149,4.69889,Gembloux,BE,8630330696303481115,Europe,Brussels
-19.65,47.31667,Antanifotsy,MG,3590433799317662378,Indian,Antananarivo
50.8,3.16667,Wevelgem,BE,3590433799317662360,Europe,Brussels
53.38333,-0.76667,Gainsborough,GB,3590433799317662345,Europe,London
49.88307,-119.48568,Kelowna,CA,3590433799317661479,America,Vancouver
44.59445,11.04979,Castelfranco Emilia,IT,359043379931766619,Europe,Rome
41.82143,41.77921,Kobuleti,GE,3590433799317661677,Asia,Tbilisi
47.76232,-122.2054,Bothell,US,3590433799317662204,America,Los_Angeles
46.1351,-60.1831,Sydney,CA,359043379931766635,America,Glace_Bay
