ts,imei,mwra,c.android.gm,c.android.youtube,c.katana,c.dogalize,c.android.chrome,c.android.vending,c.raider,c.UCMobile.intl,c.updateassist,c.UCMobile.x86
2018-05-05 10:35:00,8630330696303481420,0.0,8.50005,13.35882,8.1049,12.61508,8.24462,65.64195,34.81252,17.347,29.19671,0.50042
2018-05-05 10:36:00,8630330696303481792,1.0,11.46511,11.26845,8.01156,8.15159,11.76422,66.22542,52.5545,24.08787,25.77635,23.063
2018-05-05 10:37:00,3590433799317661586,0.0,12.12554,10.51833,12.83446,10.74533,12.83201,71.60053,47.77763,24.98889,89.77511,70.14953
2018-05-05 10:38:00,359043379931766262,0.0,7.76376,10.52653,12.12449,11.34671,11.11365,44.84872,32.73522,42.49254,13.10982,35.57698
2018-05-05 10:39:00,359043379931766619,0.0,8.24574,12.0597,13.61234,9.47806,10.85352,62.65132,63.35043,73.40018,69.91063,35.40978
2018-05-05 10:40:00,359043379931766122,0.0,12.74383,12.59084,9.92582,10.89534,12.10032,46.23146,43.43057,52.91307,25.22277,56.09004
2018-05-05 10:41:00,3590433799317661719,1.0,10.11201,10.17819,7.00305,10.58883,10.1392,24.99562,52.0514,72.99804,89.54949,65.67395
2018-05-05 10:42:00,8630330696303482212,1.0,12.2055,9.55755,11.87231,9.7581,13.7035,47.00673,55.11379,53.34478,37.60018,11.75776
2018-05-05 10:43:00,3590433799317661529,1.0,8.87335,8.95856,10.0373,10.60392,15.43903,58.20864,51.36756,97.98316,71.17317,96.78018
2018-05-05 10:44:00,3590433799317661461,1.0,6.24997,14.60263,7.08394,14.2265,8.69469,59.30722,59.84222,61.41329,24.98151,4.24646
2018-05-05 10:45:00,863033069630348016,1.0,9.70421,7.21582,10.09727,11.97557,17.41226,55.8915,28.7272,49.73273,88.79571,80.72669
2018-05-05 10:46:00,3590433799317662428,1.0,13.62987,9.70751,9.022,12.35707,11.72152,56.84314,47.01659,74.70982,93.80296,55.12486
2018-05-05 10:47:00,863033069630348487,0.0,12.21423,13.79113,8.79238,14.89285,13.82983,35.14912,78.31916,12.21877,54.98478,44.83373
2018-05-05 10:48:00,8630330696303481495,1.0,9.93602,15.51861,6.80251,12.80793,12.87003,55.28852,40.69354,62.34225,81.83517,73.40259
2018-05-05 10:49:00,8630330696303481552,0.0,5.9859,9.97939,12.12486,9.54452,12.64482,50.6054,75.14508,75.46068,83.91086,28.1048
2018-05-05 10:50:00,359043379931766320,1.0,9.8268,13.69075,10.39212,13.38632,15.51554,49.18971,28.00679,38.94549,39.42953,79.30447
2018-05-05 10:51:00,359043379931766635,0.0,12.09759,13.05215,14.60902,7.36138,13.25363,46.10045,51.89682,47.87431,36.20416,36.57191
2018-05-05 10:52:00,8630330696303481768,0.0,7.24819,10.2175,13.54251,13.59132,10.26886,44.2682,47.94127,25.5581,79.0738,34.80726
2018-05-05 10:53:00,8630330696303481040,0.0,17.04819,13.34875,13.22503,8.81392,12.90192,52.62932,60.7873,97.1658,96.69491,74.71439
2018-05-05 10:54:00,3590433799317661289,1.0,15.7691,10.42706,10.60085,10.31691,11.86623,50.22683,54.67526,17.26631,92.44247,57.40451
2018-05-05 10:55:00,3590433799317662006,1.0,8.77394,9.98155,11.57015,11.62766,14.49011,42.84511,44.57671,71.15335,39.57556,50.20383
2018-05-05 10:56:00,863033069630348297,0.0,15.71772,11.46402,15.9065,9.37335,11.59882,54.2096,42.67769,8.24864,5.92468,90.53188
2018-05-05 10:57:00,3590433799317661636,1.0,8.13649,13.39811,9.45645,11.67727,10.39046,42.78799,62.58682,86.41686,35.83235,62.51882
2018-05-05 10:58:00,8630330696303481602,1.0,7.26578,14.5783,11.43957,14.83819,11.14401,51.72876,46.52895,26.32773,86.75922,36.24252
2018-05-05 10:59:00,8630330696303482485,1.0,14.20437,9.12895,8.09383,13.84257,12.41103,72.48892,82.42077,75.81444,75.56257,14.25131
2018-05-05 11:00:00,3590433799317662436,0.0,7.98983,12.65729,14.90632,8.53618,12.70826,32.53351,22.83631,31.47701,70.4912,48.84158
2018-05-05 11:01:00,359043379931766239,0.0,13.96199,13.56477,10.9922,9.30281,11.38746,47.58755,70.98425,27.83599,68.88067,93.1899
2018-05-05 11:02:00,3590433799317661750,1.0,9.77331,14.90576,9.65798,12.07765,12.925,68.42113,61.67622,0.2377,74.29418,22.17846
2018-05-05 11:03:00,8630330696303482097,1.0,7.59857,13.39388,7.80973,11.40872,7.9262,62.77459,69.98141,76.30462,84.64854,82.70907
2018-05-05 11:04:00,8630330696303482154,1.0,14.14036,7.96983,11.56352,11.13155,14.01416,79.37529,51.52864,51.95191,71.92127,15.3939
2018-05-05 11:05:00,3590433799317661016,0.0,13.62363,12.57629,13.16683,7.98974,13.374,36.68954,50.14407,98.61161,10.61493,82.00642
2018-05-05 11:06:00,8630330696303481388,0.0,12.89451,12.79386,9.45213,8.76328,13.42246,44.99524,52.88509,43.59321,82.28665,17.53608
2018-05-05 11:07:00,863033069630348180,0.0,9.18258,15.20159,12.39353,5.75503,14.97063,42.69722,63.5487,41.59987,0.50357,71.07431
2018-05-05 11:08:00,3590433799317661123,1.0,14.19236,10.19631,8.12958,11.8736,9.17087,65.88165,64.93869,16.96863,75.72099,43.35434
2018-05-05 11:09:00,863033069630348974,0.0,8.06338,11.90001,8.41723,8.67987,11.75628,47.70867,52.79871,71.36843,80.51371,20.52416
2018-05-05 11:10:00,863033069630348487,0.0,12.56564,13.36584,12.90256,6.40674,14.76356,41.60569,47.52561,11.93251,27.36801,43.91003
2018-05-05 11:11:00,359043379931766312,1.0,13.10593,11.49136,6.91079,12.4459,12.90078,84.48177,63.1825,44.68833,26.31541,43.1578
2018-05-05 11:12:00,8630330696303482451,1.0,14.10008,7.89598,7.17708,16.7305,9.11174,65.14381,63.46128,56.29997,32.66531,50.05319
2018-05-05 11:13:00,3590433799317661917,1.0,12.59283,9.07068,12.33809,7.94266,12.48163,53.4642,53.01078,52.9721,15.01744,84.57692
2018-05-05 11:14:00,8630330696303481008,0.0,10.32324,11.57489,16.3545,10.54972,11.92468,64.61148,49.54913,38.77244,68.96679,5.70594
2018-05-05 11:15:00,3590433799317661875,1.0,11.50844,8.47708,10.25587,15.01888,9.98232,72.92952,57.22069,51.11819,94.11835,20.74303
2018-05-05 11:16:00,359043379931766601,0.0,13.04518,13.41678,13.94129,7.44911,12.99847,60.80347,53.60776,47.38952,55.85496,30.40484
2018-05-05 11:17:00,8630330696303481578,1.0,11.23208,15.19604,11.57644,9.21048,11.84092,50.69609,52.57808,47.10759,0.19241,45.06095
2018-05-05 11:18:00,8630330696303481768,1.0,16.99784,15.91504,12.49304,9.0343,9.89802,69.85186,76.45942,19.64572,59.5987,16.95162
2018-05-05 11:19:00,8630330696303481040,1.0,8.37944,11.11849,8.67609,11.30601,13.58838,47.34997,28.27249,95.95516,32.4297,38.70318
2018-05-05 11:20:00,359043379931766221,1.0,8.24181,15.4872,11.56785,14.52159,15.50196,35.85671,57.28103,54.41675,93.06438,61.25089
2018-05-05 11:21:00,8630330696303481263,1.0,13.76291,7.51086,7.43034,17.58033,11.51578,58.66346,39.70035,51.29159,64.47801,72.74427
2018-05-05 11:22:00,8630330696303481107,1.0,13.08918,12.67812,9.10622,13.04283,10.16227,65.02123,55.09127,46.25066,81.57459,29.42193
2018-05-05 11:23:00,3590433799317661453,1.0,10.19824,12.82075,9.13531,11.16851,14.03207,60.79535,48.32189,26.08984,65.11029,59.76049
2018-05-05 11:24:00,8630330696303482261,1.0,11.40227,7.40192,7.16679,14.87647,10.63097,63.71084,57.05276,88.72261,43.43544,42.77131
2018-05-05 11:25:00,8630330696303482436,0.0,8.95105,11.27592,8.37322,9.28403,12.54252,64.93855,58.47061,75.02377,33.95133,60.25468
2018-05-05 11:26:00,863033069630348230,1.0,8.68011,15.92736,6.84483,14.24211,9.89533,52.36819,51.37397,17.97363,11.8148,1.15077
2018-05-05 11:27:00,863033069630348370,1.0,5.26479,16.01021,9.4843,16.36046,14.15174,55.12849,41.57359,48.28198,61.79181,77.22115
2018-05-05 11:28:00,359043379931766528,0.0,13.3248,14.19872,13.63415,6.67195,12.7346,30.99346,75.42437,56.25154,80.80363,49.12511
2018-05-05 11:29:00,863033069630348297,1.0,10.61885,9.14274,10.39631,9.62256,14.29898,49.98751,61.12664,66.5545,76.21124,66.45243
2018-05-05 11:30:00,8630330696303481206,1.0,10.38315,9.13423,9.69528,11.60164,13.38025,61.02651,54.02676,43.35799,67.40915,51.28758
2018-05-05 11:31:00,863033069630348859,1.0,11.61849,10.51131,10.87857,10.88215,11.10592,57.4511,51.64476,28.4587,65.87096,62.0277
2018-05-05 11:32:00,8630330696303481438,0.0,9.89725,14.98791,12.25177,6.70579,14.44603,30.64379,65.96253,0.20841,87.87831,15.66462
2018-05-05 11:33:00,3590433799317661081,1.0,12.6079,8.5749,11.03033,13.19197,13.22339,49.25706,66.36915,68.09952,10.11038,29.8954
2018-05-05 11:34:00,863033069630348917,1.0,10.80741,8.63677,12.23843,10.83655,14.37119,59.16238,43.90923,75.28273,1.59734,53.64866
2018-05-05 11:35:00,8630330696303482436,1.0,12.54109,9.04561,7.1128,15.16255,7.79619,57.55965,51.60454,39.12912,65.58239,37.91298
2018-05-05 11:36:00,3590433799317662063,0.0,10.90261,14.09301,11.09365,11.52159,15.85164,67.62524,55.61966,28.01935,12.9199,9.19202
2018-05-05 11:37:00,359043379931766916,1.0,15.69635,8.8107,6.96499,13.16932,11.68527,53.8549,52.72025,1.38688,55.53854,0.77083
2018-05-05 11:38:00,8630330696303481321,1.0,7.52823,13.98424,8.03462,12.23515,11.91608,40.77501,58.15846,19.49787,85.11679,53.62699
2018-05-05 11:39:00,3590433799317661404,1.0,15.19508,8.57745,11.90662,11.05542,11.64814,46.73455,80.14635,20.89788,88.87101,73.87707
2018-05-05 11:40:00,8630330696303481446,0.0,11.60693,16.33981,10.55291,6.78555,13.15822,45.95301,56.3375,28.5899,36.37318,43.2327
2018-05-05 11:41:00,359043379931766130,1.0,9.31064,13.81048,4.96465,12.20802,8.00654,75.85515,26.66869,31.93297,97.18934,76.89759
2018-05-05 11:42:00,359043379931766700,0.0,13.70962,11.6411,10.59106,13.12599,10.73688,30.24151,56.14612,85.14483,28.0915,33.88656
2018-05-05 11:43:00,8630330696303482030,1.0,10.01448,12.96383,8.18059,15.68737,10.15728,45.97053,53.33508,51.79017,56.61511,36.831
2018-05-05 11:44:00,3590433799317661743,0.0,14.02608,12.50862,12.40759,8.06133,12.58558,46.15652,50.95512,74.51464,5.88667,32.31089
2018-05-05 11:45:00,863033069630348537,0.0,13.67155,13.1593,13.08115,8.70369,13.16482,29.46422,48.97799,27.25606,17.9916,12.61988
2018-05-05 11:46:00,359043379931766056,0.0,9.0766,11.01169,12.53378,10.18989,13.90232,70.74534,52.44009,86.3212,99.3975,17.54921
2018-05-05 11:47:00,3590433799317662261,1.0,10.34662,10.56845,7.46814,10.93894,11.60512,51.74319,40.89595,48.97147,36.89402,14.29339
2018-05-05 11:48:00,863033069630348867,1.0,13.37175,10.89866,7.72052,13.30215,12.69979,44.47826,72.57314,52.34548,19.36891,28.07842
2018-05-05 11:49:00,3590433799317662451,1.0,7.72164,9.67262,14.90872,17.16755,14.75996,84.85881,53.77541,65.80925,54.61052,9.31673
2018-05-05 11:50:00,359043379931766767,0.0,11.74441,9.35895,4.79621,13.9426,13.68978,64.87969,63.15282,46.4373,5.94319,33.39998
2018-05-05 11:51:00,863033069630348842,1.0,11.77111,11.14039,6.09377,10.70845,13.16023,50.34277,58.66198,53.43395,23.98976,29.22597
2018-05-05 11:52:00,8630330696303482329,0.0,11.11964,12.98995,12.58687,9.11066,14.25496,33.10279,49.32205,34.30398,95.38783,53.50369
2018-05-05 11:53:00,8630330696303482105,0.0,14.6485,12.83684,13.84193,11.0478,13.37952,80.49373,43.22916,54.63933,57.71938,84.55128
2018-05-05 11:54:00,3590433799317661545,0.0,5.78452,14.11774,10.34973,15.15645,11.46521,55.94827,39.88481,26.07301,11.12329,54.30379
2018-05-05 11:55:00,359043379931766494,1.0,5.83143,17.49932,10.13578,16.9183,11.04425,50.67424,59.54362,6.88504,81.70583,60.40982
2018-05-05 11:56:00,863033069630348800,0.0,14.09302,11.75958,13.99542,11.73734,10.20498,52.63967,60.62227,59.84826,36.5303,98.83476
2018-05-05 11:57:00,3590433799317661818,1.0,8.94645,13.05676,7.23013,12.27784,9.73249,54.40844,58.10955,91.97024,85.41303,89.95194
2018-05-05 11:58:00,863033069630348065,1.0,7.90163,13.83327,10.21999,12.20206,15.6279,45.83962,58.34451,5.33001,57.32131,80.25151
2018-05-05 11:59:00,3590433799317662238,1.0,12.99059,12.26602,11.24872,11.08147,15.32937,50.7377,68.9589,63.64096,90.29324,40.4403
2018-05-05 12:00:00,3590433799317662295,0.0,13.41783,10.93342,8.15926,10.14827,11.79775,32.77111,50.56104,12.41475,3.36538,36.35139
2018-05-05 12:01:00,8630330696303481008,1.0,13.02915,7.53157,12.37115,12.33557,13.94208,51.93957,56.07449,77.37489,79.08808,97.83477
2018-05-05 12:02:00,3590433799317662147,0.0,6.25845,10.37367,15.11456,10.10656,12.45628,79.29244,42.51608,9.57328,1.46881,89.59917
2018-05-05 12:03:00,863033069630348164,0.0,9.61409,12.60782,7.19664,13.10491,11.22457,54.09814,43.95729,35.9549,10.03678,26.08536
2018-05-05 12:04:00,3590433799317661396,1.0,12.00766,8.63093,7.4061,13.49207,16.19999,38.95376,45.65774,79.29444,7.23494,33.90204
2018-05-05 12:05:00,863033069630348693,0.0,9.44619,10.58711,13.15105,13.04947,12.84255,45.5595,57.0164,71.31904,35.25017,82.08648
2018-05-05 12:06:00,863033069630348719,1.0,9.81737,17.04013,10.11992,11.01127,16.73209,48.47466,54.22484,44.33544,42.18767,16.13476
2018-05-05 12:07:00,3590433799317661164,1.0,13.78617,9.80365,10.48567,13.22044,9.36229,55.03401,46.77544,37.20772,45.79951,90.42899
2018-05-05 12:08:00,3590433799317661255,1.0,13.49508,7.9048,7.51474,16.43249,10.73403,38.03847,61.31699,53.44408,7.02848,17.50603
2018-05-05 12:09:00,359043379931766353,1.0,8.12154,12.8793,8.57963,15.22964,9.60266,61.22627,62.94623,62.38805,73.70031,9.34165
2018-05-05 12:10:00,863033069630348180,0.0,10.96205,11.01711,10.32152,10.66438,12.32434,51.14543,48.15382,81.29673,55.95816,95.03338
2018-05-05 12:11:00,359043379931766650,1.0,13.61838,8.03995,12.46801,12.90384,13.32368,42.89889,50.86722,31.06141,62.92177,33.15213
2018-05-05 12:12:00,3590433799317661222,0.0,10.54466,10.78759,12.41528,12.09511,11.17761,56.37213,58.0011,66.2957,74.9016,0.44575
2018-05-05 12:13:00,3590433799317661610,0.0,7.89022,11.26109,15.07924,8.29752,15.35547,53.64234,73.30804,79.67161,18.41923,62.22408
2018-05-05 12:14:00,3590433799317661289,1.0,10.73865,10.17958,9.72548,15.02053,11.56442,42.26926,69.81409,22.99784,20.53928,84.58659
2018-05-05 12:15:00,8630330696303481131,0.0,10.35951,10.01551,15.83067,11.64617,13.91842,79.72569,47.14496,49.29182,57.39419,73.62131
2018-05-05 12:16:00,863033069630348628,1.0,11.13793,15.6212,9.82669,12.73058,11.79751,80.88684,67.25691,20.51039,28.35682,7.24535
2018-05-05 12:17:00,8630330696303482287,0.0,13.498,12.9436,14.33739,9.99662,11.41467,60.75042,69.67925,78.44466,92.86481,56.80149
2018-05-05 12:18:00,3590433799317662154,1.0,11.15178,10.92322,7.6073,12.52494,10.75266,59.92152,52.21092,58.53274,15.21831,39.10523
2018-05-05 12:19:00,863033069630348198,1.0,11.31466,11.50118,11.11072,8.9471,12.73297,49.78824,50.38174,23.4056,9.2266,47.02559
2018-05-05 12:20:00,3590433799317662022,1.0,14.26335,8.3011,7.44179,14.97067,8.32452,68.09276,53.69491,63.23645,47.96162,25.72837
2018-05-05 12:21:00,8630330696303481883,1.0,10.10535,8.98117,11.31728,13.15895,14.0783,48.63566,62.97982,59.43456,45.13062,3.23278
2018-05-05 12:22:00,359043379931766288,1.0,12.80277,7.58575,10.44333,13.24381,14.15299,51.53584,51.11676,12.61818,15.96577,9.58734
2018-05-05 12:23:00,3590433799317662436,1.0,7.33214,11.66291,9.50238,15.02688,12.01581,70.33788,40.47558,11.93578,17.40542,54.09845
2018-05-05 12:24:00,359043379931766742,0.0,13.99796,12.92281,11.98289,9.99779,11.68539,66.50182,51.46574,17.07943,18.94348,51.01056
2018-05-05 12:25:00,3590433799317661412,1.0,16.44151,10.1173,8.0628,13.27022,10.20296,65.32212,47.75445,42.55889,21.00038,49.95387
2018-05-05 12:26:00,359043379931766866,1.0,12.90502,10.41337,9.89369,12.13752,9.6868,58.35713,62.87456,64.08703,99.17625,14.90502
2018-05-05 12:27:00,8630330696303481537,0.0,10.98463,9.34598,6.32243,10.13255,9.56851,62.76389,58.8263,42.05187,65.81149,68.41846
2018-05-05 12:28:00,863033069630348263,1.0,8.83322,11.0607,9.58361,8.77595,12.87855,61.29552,53.07282,95.86913,84.73667,13.30496
2018-05-05 12:29:00,3590433799317661180,1.0,10.41942,9.09943,10.23234,9.17345,13.39619,33.55841,45.16776,95.95879,67.3681,94.02909
2018-05-05 12:30:00,8630330696303482097,1.0,11.48329,9.99676,4.12607,13.11895,14.75718,51.15917,38.13164,15.39359,6.72382,79.84719
2018-05-05 12:31:00,3590433799317661024,0.0,11.95457,15.35028,8.90443,7.89073,14.44371,85.84761,58.88731,74.29547,18.84916,33.55218
2018-05-05 12:32:00,3590433799317661636,1.0,12.2543,11.66784,8.22237,13.06218,13.78738,57.13155,71.60534,70.96637,30.54038,96.31968
2018-05-05 12:33:00,359043379931766247,1.0,12.3289,10.6793,5.43336,12.68768,9.87856,65.51742,82.51564,88.70295,27.73373,46.71531
2018-05-05 12:34:00,863033069630348982,0.0,9.60912,10.72357,16.45612,11.40707,11.39989,49.38101,61.35555,61.72263,96.29554,80.25409
2018-05-05 12:35:00,359043379931766015,0.0,8.25781,12.77784,10.95158,9.25655,12.67052,63.76031,41.84843,72.60753,76.77848,93.931
2018-05-05 12:36:00,863033069630348099,0.0,11.30204,12.0323,14.00116,8.89877,13.44345,62.09975,72.73391,39.00274,39.31456,27.80557
2018-05-05 12:37:00,359043379931766783,1.0,9.42467,10.54959,11.42017,13.47394,13.0201,38.76383,49.1659,21.93742,18.79083,1.02498
2018-05-05 12:38:00,8630330696303481784,1.0,7.31692,12.86984,10.91732,14.76512,15.23324,40.57777,40.3527,12.09958,85.88871,67.49202
2018-05-05 12:39:00,359043379931766759,1.0,10.00738,10.00377,8.33486,14.61974,12.63041,45.78686,31.90928,38.12068,95.39124,76.6329
2018-05-05 12:40:00,3590433799317661503,1.0,13.91508,7.24135,10.5303,10.67086,15.79561,68.66246,44.55228,7.09349,62.35161,29.32216
2018-05-05 12:41:00,3590433799317661040,1.0,11.10346,9.35474,5.98886,15.36564,18.81214,56.54622,78.89738,44.89218,22.64074,67.49187
2018-05-05 12:42:00,3590433799317661461,1.0,12.4435,10.11166,10.24598,14.26717,9.6955,55.1889,44.7121,11.08632,51.48487,85.90954
2018-05-05 12:43:00,863033069630348768,0.0,8.13778,10.93307,11.93954,10.28498,12.32703,45.28478,67.42316,57.21483,46.16385,72.5707
2018-05-05 12:44:00,359043379931766213,1.0,14.61134,11.8876,8.51906,10.87035,14.61002,84.59454,66.01726,77.55912,32.14301,79.47828
2018-05-05 12:45:00,863033069630348792,1.0,7.69809,11.83199,9.7448,13.8802,12.62053,39.94354,53.28526,97.05772,21.22946,78.15008
2018-05-05 12:46:00,3590433799317662204,1.0,11.13617,9.48572,11.92726,7.92543,14.93375,35.16044,46.13049,24.82861,52.1782,62.63042
2018-05-05 12:47:00,3590433799317661032,0.0,16.24411,13.33788,13.62682,8.43643,11.78173,66.92298,46.33697,9.76939,0.35864,6.76174
2018-05-05 12:48:00,863033069630348784,0.0,13.70118,13.01972,14.05866,7.59881,12.84642,53.28155,50.07248,85.31846,22.31103,34.81011
2018-05-05 12:49:00,8630330696303481206,0.0,12.41972,13.91024,12.46303,8.67969,11.86377,39.49612,72.39711,6.43785,75.53819,98.18585
2018-05-05 12:50:00,359043379931766940,0.0,17.2295,9.40424,9.13245,12.90823,9.5216,75.43765,56.27075,95.02741,32.40732,11.31754
2018-05-05 12:51:00,3590433799317662295,1.0,13.74806,8.48399,8.89436,13.12609,13.213,46.4758,69.96247,9.49146,34.53567,43.34096
2018-05-05 12:52:00,8630330696303481412,0.0,10.71142,15.50845,16.44024,9.81856,13.47883,45.02985,60.19956,45.80419,57.60313,78.52596
2018-05-05 12:53:00,863033069630348735,1.0,11.98597,11.39278,9.76232,13.65214,13.8641,45.00089,52.22667,96.16579,64.13769,55.70614
2018-05-05 12:54:00,359043379931766890,1.0,12.04149,7.79366,12.32056,10.67825,16.26917,70.87647,59.18918,78.04501,83.93277,14.65009
2018-05-05 12:55:00,863033069630348222,0.0,6.41126,13.55891,14.30375,8.24806,13.06054,60.35434,44.46778,27.30425,10.03186,14.61903
2018-05-05 12:56:00,8630330696303482287,1.0,9.68086,14.39325,8.93647,14.32179,10.71258,48.40188,51.4971,59.91107,88.67108,49.21388
2018-05-05 12:57:00,359043379931766833,0.0,13.71942,17.27561,11.87335,6.14333,14.93098,53.31786,46.99657,50.91333,36.49529,14.30452
2018-05-05 12:58:00,3590433799317661115,0.0,11.04473,18.00449,10.36239,5.71212,15.46461,70.17355,32.62119,3.23631,71.91493,71.72087
2018-05-05 12:59:00,3590433799317661230,1.0,8.95235,9.98504,12.47166,12.64456,14.9766,53.43875,53.35013,64.02271,85.84278,99.65755
2018-05-05 13:00:00,863033069630348933,0.0,8.12288,13.16972,12.26092,8.82252,13.40984,59.08769,76.11565,10.57315,16.01318,63.85247
2018-05-05 13:01:00,3590433799317661867,0.0,11.44539,14.0763,9.55334,7.6026,13.79467,57.86073,57.63446,83.58834,90.06146,28.29191
2018-05-05 13:02:00,8630330696303481529,0.0,11.94906,17.01669,12.46646,6.41856,16.47367,73.08727,60.60166,25.56706,29.48707,81.08618
2018-05-05 13:03:00,3590433799317661537,0.0,15.86214,14.13663,11.48783,9.88353,11.90602,49.24223,73.57103,46.27703,99.44072,45.63306
2018-05-05 13:04:00,8630330696303481990,1.0,11.54895,9.04777,10.79391,11.52088,14.17165,51.02932,58.45586,33.62684,10.76732,64.76883
